ID_Contenedor,Tipo_Contenedor,Largo_Cont_m,Ancho_Cont_m,Alto_Cont_m,Capacidad_Total_m3,Grupo_Compatibilidad,Tipo_Mercancia,Producto,ID_Producto,Volumen_Ocupado_m3,Peso_Toneladas,Puerto_Destino,Prioridad_Descarga,Precio_por_cm3_USD,Costo_Total_USD,Porcentaje_Ocupacion
C038681,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,MANGO,MAN5164,2.02,0.548,Rotterdam,Alta,1.45,67860938.57,3.48
C001639,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ESPARRAGOS,ESP5144,1.76,0.416,Rotterdam,Alta,1.45,58578664.74,3.03
C029251,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,MANGO,MAN4502,0.63,0.157,Miami,Alta,1.45,61433863.77,1.09
C046292,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,PALTA,PAL3073,1.2,0.323,Los Ángeles,Alta,1.45,46787202.09,2.07
C033038,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA4864,2.77,0.634,Miami,Alta,1.45,57111657.73,4.78
C013370,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,MANGO,MAN7247,1.1,0.251,Los Ángeles,Media,1.45,68299086.26,1.9
C008046,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,PALTA,PAL0275,0.86,0.204,Rotterdam,Alta,1.45,75081545.56,1.48
C049893,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA7089,1.72,0.441,Valparaíso,Baja,1.45,58611254.88,2.97
C015804,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,PALTA,PAL4053,2.96,0.704,Shanghai,Media,1.45,47854525.85,5.1
C047698,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,PALTA,PAL7158,1.11,0.26,Los Ángeles,Media,1.45,70950267.25,1.91
C048058,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,MANGO,MAN0427,2.18,0.541,Rotterdam,Media,1.45,57235236.73,3.76
C029242,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ESPARRAGOS,ESP3234,2.4,0.614,Shanghai,Baja,1.45,46969426.23,4.14
C020762,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ESPARRAGOS,ESP3234,1.09,0.259,Shanghai,Media,1.45,50073832.39,1.88
C034665,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,PALTA,PAL8518,2.32,0.557,Shanghai,Media,1.45,64521310.79,4.0
C021179,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,MANGO,MAN3427,1.42,0.363,Rotterdam,Media,1.45,74347480.49,2.45
C032195,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,PALTA,PAL7931,2.08,0.566,Shanghai,Media,1.45,60242298.03,3.59
C033527,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,UVAS,UVA8224,2.08,0.538,Shanghai,Media,1.45,73509173.67,3.59
C030377,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ESPARRAGOS,ESP8441,1.84,0.486,Rotterdam,Alta,1.45,66578699.05,3.17
C038068,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,MANGO,MAN4086,0.73,0.178,Shanghai,Media,1.45,58352529.87,1.26
C028307,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,PALTA,PAL8077,2.59,0.618,Miami,Alta,1.45,48800425.78,4.47
C003937,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,UVAS,UVA7311,1.3,0.322,Busan,Media,1.45,61865376.5,2.24
C034014,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA2644,0.97,0.257,Rotterdam,Media,1.45,53132689.44,1.67
C027857,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA9663,0.6,0.149,Shanghai,Media,1.45,66106429.55,1.03
C038005,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA9467,1.98,0.529,Shanghai,Alta,1.45,66921330.38,3.41
C017259,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ESPARRAGOS,ESP6811,2.19,0.601,Miami,Alta,1.45,76297603.01,3.78
C032194,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,UVAS,UVA3296,0.54,0.123,Shanghai,Media,1.45,67338100.1,0.93
C044813,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ESPARRAGOS,ESP6446,1.78,0.405,Shanghai,Media,1.45,74162393.65,3.07
C049398,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ESPARRAGOS,ESP1313,1.07,0.249,Los Ángeles,Media,1.45,76812259.36,1.84
C008237,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,MANGO,MAN6561,2.11,0.515,Shanghai,Alta,1.45,62707827.97,3.64
C044624,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ESPARRAGOS,ESP1985,0.94,0.218,Los Ángeles,Alta,1.45,68709860.51,1.62
C007351,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,UVAS,UVA4371,2.23,0.599,Valparaíso,Baja,1.45,72894160.7,3.84
C032006,Estándar 20ft,5.9,2.35,2.39,33.2,Carga_General_Seca,AGROPECUARIO,QUINOA,QUI2072,1.47,0.332,Busan,Baja,0.85,24670683.65,4.43
C002621,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,MANGO,MAN5280,2.84,0.684,Rotterdam,Alta,1.45,76747573.55,4.9
C048867,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,PALTA,PAL3612,0.84,0.197,Shanghai,Media,1.45,54188591.15,1.45
C001040,Estándar 20ft,5.9,2.35,2.39,33.2,Carga_General_Seca,AGROPECUARIO,CACAO,CAC8090,1.35,0.367,Shanghai,Media,0.85,21330420.38,4.07
C047186,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA2164,0.78,0.202,Shanghai,Media,1.45,63435351.89,1.34
C041934,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,UVAS,UVA4151,2.81,0.76,Shanghai,Media,1.45,63440096.37,4.84
C031353,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,UVAS,UVA5465,2.69,0.736,Los Ángeles,Media,1.45,72938555.49,4.64
C010988,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,PALTA,PAL5084,1.14,0.285,Rotterdam,Alta,1.45,46438398.19,1.97
C041841,Estándar 20ft,5.9,2.35,2.39,33.2,Carga_General_Seca,AGROPECUARIO,QUINOA,QUI9150,2.15,0.509,Rotterdam,Baja,0.85,24619462.75,6.48
C044810,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA6225,2.54,0.596,Valparaíso,Alta,1.45,52240425.45,4.38
C039588,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,MANGO,MAN9089,1.89,0.446,Rotterdam,Media,1.45,73683736.9,3.26
C012617,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,PALTA,PAL1449,1.82,0.474,Los Ángeles,Media,1.45,53471092.71,3.14
C031083,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,PALTA,PAL4087,1.1,0.25,Rotterdam,Alta,1.45,47260552.01,1.9
C004877,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,MANGO,MAN2722,0.73,0.166,Busan,Media,1.45,70035374.47,1.26
C048102,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,UVAS,UVA5184,2.74,0.7,Valparaíso,Media,1.45,75360490.44,4.72
C038854,Estándar 20ft,5.9,2.35,2.39,33.2,Carga_General_Seca,AGROPECUARIO,CACAO,CAC7195,2.75,0.707,Miami,Alta,0.85,16546236.49,8.28
C035942,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,MANGO,MAN5071,2.08,0.537,Miami,Alta,1.45,46904085.46,3.59
C017369,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,PALTA,PAL1436,1.35,0.329,Los Ángeles,Media,1.45,55755409.72,2.33
C011826,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA4687,1.37,0.363,Valparaíso,Media,1.45,51823029.59,2.36
C044611,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ESPARRAGOS,ESP4279,2.31,0.581,Valparaíso,Media,1.45,74563520.41,3.98
C039302,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ESPARRAGOS,ESP9128,2.74,0.631,Rotterdam,Alta,1.45,64201587.88,4.72
C026444,Estándar 20ft,5.9,2.35,2.39,33.2,Carga_General_Seca,AGROPECUARIO,QUINOA,QUI2975,2.72,0.72,Los Ángeles,Media,0.85,18628783.19,8.19
C024301,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,PALTA,PAL8672,2.45,0.668,Rotterdam,Alta,1.45,54680586.8,4.22
C036350,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA0219,2.11,0.481,Busan,Alta,1.45,54716405.73,3.64
C000514,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA3674,0.71,0.174,Shanghai,Baja,1.45,56584495.33,1.22
C036100,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ESPARRAGOS,ESP2873,0.9,0.224,Shanghai,Media,1.45,52987352.87,1.55
C025441,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,UVAS,UVA3283,2.75,0.639,Los Ángeles,Media,1.45,56120006.52,4.74
C044840,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,PALTA,PAL2029,2.02,0.542,Shanghai,Media,1.45,61848065.82,3.48
C017058,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,PALTA,PAL3924,0.52,0.124,Shanghai,Media,1.45,48584067.17,0.9
C048492,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,UVAS,UVA5090,0.75,0.198,Shanghai,Baja,1.45,72562917.14,1.29
C046571,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,UVAS,UVA4551,2.16,0.558,Rotterdam,Alta,1.45,49590922.61,3.72
C024262,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ESPARRAGOS,ESP2174,0.51,0.13,Rotterdam,Alta,1.45,50785370.29,0.88
C001612,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA3396,0.9,0.211,Shanghai,Media,1.45,76235233.57,1.55
C016597,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ESPARRAGOS,ESP0763,1.87,0.441,Miami,Alta,1.45,63972050.24,3.22
C040810,Estándar 20ft,5.9,2.35,2.39,33.2,Carga_General_Seca,AGROPECUARIO,CACAO,CAC3267,2.23,0.507,Busan,Alta,0.85,24684026.92,6.72
C042680,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,UVAS,UVA7315,2.13,0.505,Miami,Alta,1.45,69192626.17,3.67
C002679,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA1083,1.06,0.257,Los Ángeles,Media,1.45,69004140.77,1.83
C028902,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA6518,2.28,0.608,Shanghai,Media,1.45,76912567.79,3.93
C048971,Estándar 20ft,5.9,2.35,2.39,33.2,Carga_General_Seca,AGROPECUARIO,CACAO,CAC9059,1.09,0.265,Miami,Media,0.85,24729192.89,3.28
C039974,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,MANGO,MAN1796,1.31,0.344,Miami,Alta,1.45,69778480.67,2.26
C030281,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ESPARRAGOS,ESP4126,2.37,0.585,Shanghai,Media,1.45,54470986.33,4.09
C045236,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA6296,2.12,0.56,Los Ángeles,Alta,1.45,65660682.95,3.66
C004762,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,MANGO,MAN1199,2.62,0.717,Rotterdam,Media,1.45,54129384.12,4.52
C011874,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,MANGO,MAN0734,2.14,0.507,Shanghai,Media,1.45,68395378.47,3.69
C008956,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA0381,1.92,0.515,Valparaíso,Media,1.45,62585908.25,3.31
C028149,Estándar 20ft,5.9,2.35,2.39,33.2,Carga_General_Seca,AGROPECUARIO,CACAO,CAC1390,0.73,0.187,Los Ángeles,Baja,0.85,21701039.26,2.2
C030289,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,UVAS,UVA9316,1.42,0.378,Rotterdam,Alta,1.45,73343336.54,2.45
C032402,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA2673,1.16,0.299,Shanghai,Media,1.45,50823019.14,2.0
C011435,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,MANGO,MAN3976,1.11,0.273,Rotterdam,Alta,1.45,56590631.31,1.91
C014552,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,UVAS,UVA7492,2.93,0.693,Los Ángeles,Alta,1.45,56091450.15,5.05
C030933,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA1879,1.48,0.338,Rotterdam,Alta,1.45,66647188.49,2.55
C031125,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,PALTA,PAL0718,2.73,0.687,Los Ángeles,Media,1.45,73389494.39,4.71
C038813,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,PALTA,PAL3351,2.08,0.571,Shanghai,Media,1.45,76039701.4,3.59
C049525,Estándar 20ft,5.9,2.35,2.39,33.2,Carga_General_Seca,AGROPECUARIO,QUINOA,QUI2203,2.49,0.652,Shanghai,Media,0.85,21432891.6,7.5
C045448,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,PALTA,PAL6468,1.76,0.425,Valparaíso,Media,1.45,50884569.27,3.03
C021734,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,UVAS,UVA9045,1.94,0.517,Rotterdam,Alta,1.45,50202026.84,3.34
C016778,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA9181,1.73,0.456,Shanghai,Alta,1.45,52053161.98,2.98
C031858,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ESPARRAGOS,ESP7473,0.99,0.237,Valparaíso,Media,1.45,58154716.32,1.71
C023345,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,UVAS,UVA1074,2.31,0.521,Miami,Alta,1.45,60153615.42,3.98
C004443,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ESPARRAGOS,ESP4358,1.2,0.277,Rotterdam,Alta,1.45,72646012.47,2.07
C004506,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA4387,0.56,0.151,Shanghai,Media,1.45,51357639.12,0.97
C033061,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA3376,2.11,0.563,Miami,Alta,1.45,53701581.7,3.64
C005835,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,PALTA,PAL9541,0.94,0.225,Rotterdam,Alta,1.45,71367705.05,1.62
C018773,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,MANGO,MAN1213,2.85,0.682,Los Ángeles,Baja,1.45,48410892.83,4.91
C042108,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,MANGO,MAN7456,2.88,0.762,Rotterdam,Baja,1.45,54187024.18,4.97
C045651,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,PALTA,PAL8415,2.79,0.759,Los Ángeles,Media,1.45,71596047.12,4.81
C043216,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,UVAS,UVA6889,1.43,0.377,Valparaíso,Alta,1.45,72012805.76,2.47
C024689,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA1389,0.54,0.138,Valparaíso,Alta,1.45,76127232.9,0.93
C031855,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ESPARRAGOS,ESP8607,2.82,0.669,Rotterdam,Media,1.45,64253775.98,4.86
C019725,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA0045,1.57,0.395,Miami,Alta,1.45,67480685.29,2.71
C009159,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ESPARRAGOS,ESP8187,2.92,0.691,Los Ángeles,Media,1.45,62323340.33,5.03
C030357,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,UVAS,UVA6375,2.91,0.772,Shanghai,Media,1.45,65894817.61,5.02
C044457,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,UVAS,UVA0764,2.63,0.643,Shanghai,Media,1.45,57685760.5,4.53
C016709,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,PALTA,PAL5560,1.24,0.331,Rotterdam,Alta,1.45,64085785.81,2.14
C043289,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,MANGO,MAN0201,1.46,0.356,Los Ángeles,Baja,1.45,49184701.94,2.52
C030548,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,UVAS,UVA5025,2.63,0.7,Shanghai,Media,1.45,52589211.69,4.53
C025292,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,PALTA,PAL3306,1.29,0.312,Busan,Media,1.45,74112541.06,2.22
C017726,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA4069,0.92,0.227,Miami,Alta,1.45,51632750.97,1.59
C028560,Estándar 20ft,5.9,2.35,2.39,33.2,Carga_General_Seca,AGROPECUARIO,CACAO,CAC7696,1.89,0.483,Shanghai,Baja,0.85,25002797.98,5.69
C033498,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA0127,2.84,0.649,Valparaíso,Baja,1.45,64387123.31,4.9
C021963,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA1117,2.24,0.61,Shanghai,Alta,1.45,62762820.13,3.86
C005780,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA6284,1.93,0.49,Valparaíso,Baja,1.45,62558298.96,3.33
C024884,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,UVAS,UVA7154,0.74,0.185,Valparaíso,Media,1.45,67305280.71,1.28
C048583,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA4330,2.04,0.545,Rotterdam,Media,1.45,46934570.69,3.52
C003998,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,UVAS,UVA9818,2.98,0.799,Valparaíso,Media,1.45,70982299.99,5.14
C014347,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,MANGO,MAN2809,0.85,0.213,Rotterdam,Media,1.45,47530702.63,1.47
C029370,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,PALTA,PAL8318,1.8,0.488,Shanghai,Alta,1.45,72090202.18,3.1
C021225,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,UVAS,UVA7498,2.69,0.614,Rotterdam,Alta,1.45,54202598.68,4.64
C042432,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,MANGO,MAN7282,2.35,0.542,Shanghai,Media,1.45,77149374.87,4.05
C014254,Estándar 20ft,5.9,2.35,2.39,33.2,Carga_General_Seca,AGROPECUARIO,CACAO,CAC2059,2.24,0.571,Valparaíso,Media,0.85,18366908.5,6.75
C048547,Estándar 20ft,5.9,2.35,2.39,33.2,Carga_General_Seca,AGROPECUARIO,QUINOA,QUI3497,2.26,0.549,Valparaíso,Alta,0.85,24206388.27,6.81
C011945,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA8853,1.4,0.347,Miami,Alta,1.45,59448053.7,2.41
C038574,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,PALTA,PAL6167,1.23,0.297,Rotterdam,Alta,1.45,48221427.36,2.12
C015889,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ESPARRAGOS,ESP2694,2.52,0.618,Busan,Alta,1.45,64990566.81,4.34
C043180,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,MANGO,MAN2893,2.53,0.673,Shanghai,Media,1.45,60313504.41,4.36
C005693,Estándar 20ft,5.9,2.35,2.39,33.2,Carga_General_Seca,AGROPECUARIO,QUINOA,QUI3507,2.67,0.68,Rotterdam,Alta,0.85,17906155.05,8.04
C006838,Estándar 20ft,5.9,2.35,2.39,33.2,Carga_General_Seca,AGROPECUARIO,QUINOA,QUI5453,2.78,0.764,Rotterdam,Alta,0.85,17454121.42,8.37
C037234,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ESPARRAGOS,ESP6266,1.78,0.471,Rotterdam,Alta,1.45,49724497.49,3.07
C016471,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,MANGO,MAN5703,1.75,0.418,Shanghai,Baja,1.45,69687173.55,3.02
C031747,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,UVAS,UVA7759,2.5,0.596,Shanghai,Media,1.45,63127987.56,4.31
C048744,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ESPARRAGOS,ESP6225,2.12,0.513,Miami,Media,1.45,51014104.44,3.66
C000763,Estándar 20ft,5.9,2.35,2.39,33.2,Carga_General_Seca,AGROPECUARIO,QUINOA,QUI8908,2.25,0.601,Shanghai,Alta,0.85,19786190.67,6.78
C048395,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,MANGO,MAN1714,2.49,0.564,Los Ángeles,Media,1.45,76051489.85,4.29
C027556,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ESPARRAGOS,ESP9164,2.73,0.646,Los Ángeles,Alta,1.45,46913809.83,4.71
C016487,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,PALTA,PAL1407,1.34,0.362,Shanghai,Media,1.45,54616820.5,2.31
C010665,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,UVAS,UVA6375,1.44,0.37,Miami,Alta,1.45,62219542.15,2.48
C019888,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,PALTA,PAL8833,0.73,0.173,Los Ángeles,Media,1.45,69866749.79,1.26
C049791,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA6090,1.95,0.46,Rotterdam,Alta,1.45,71369184.34,3.36
C047041,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,UVAS,UVA4251,0.59,0.158,Rotterdam,Media,1.45,58942231.71,1.02
C030747,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,UVAS,UVA9653,1.66,0.448,Los Ángeles,Baja,1.45,51010739.31,2.86
C026721,Estándar 20ft,5.9,2.35,2.39,33.2,Carga_General_Seca,AGROPECUARIO,CACAO,CAC8828,1.86,0.442,Valparaíso,Alta,0.85,15572254.47,5.6
C015602,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,UVAS,UVA2528,1.22,0.3,Miami,Alta,1.45,57718350.82,2.1
C013989,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ESPARRAGOS,ESP6228,1.98,0.528,Rotterdam,Alta,1.45,56073325.21,3.41
C031894,Estándar 20ft,5.9,2.35,2.39,33.2,Carga_General_Seca,AGROPECUARIO,CACAO,CAC4939,0.58,0.153,Shanghai,Media,0.85,19371202.06,1.75
C037184,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,PALTA,PAL8051,0.59,0.157,Rotterdam,Media,1.45,47267992.27,1.02
C023258,Estándar 20ft,5.9,2.35,2.39,33.2,Carga_General_Seca,AGROPECUARIO,CACAO,CAC9713,2.56,0.642,Los Ángeles,Media,0.85,20672026.18,7.71
C014450,Refrigerado,11.58,2.29,2.25,58.0,Perecible_Refrigerado,AGROPECUARIO,ARANDANOS,ARA3043,1.4,0.379,Shanghai,Alta,1.45,58304850.75,2.41
